Rxn name;Rxn description;Formula;Formula;Gene-reaction association;Genes;Proteins;Subsystem;Reversible;LB;UB;Objective;Confidence Score;EC Number;Notes;References
NNDMBRT;Nicotinate nucleotide dimethylbenzimidazole phosphoribosyltransferase;nicrnt[c] + dmbzid[c]  -> h[c] + nac[c] + 5prdmbz[c] ;cpd00873 + cpd01997  -> cpd00067 + cpd00218 + cpd02904 ;;;;Exchange;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NNDPR;nicotinate nucleotide diphosphorylase carboxylating ;2 h[c] + prpp[c] + quln[c]  -> co2[c] + ppi[c] + nicrnt[c] ;2 cpd00067 + cpd00103 + cpd02333  -> cpd00011 + cpd00012 + cpd00873 ;;;;Nicotinate and Nicotinamide;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NO2t2rpp;nitrite transport in via proton symport reversible periplasm ;h[p] + no2[p]  <=> h[c] + no2[c] ;cpd00067 + cpd00075  <=> cpd00067 + cpd00075 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
NTD10;5 nucleotidase XMP ;h2o[c] + xmp[c]  -> pi[c] + xtsn[c] ;cpd00001 + cpd00497  -> cpd00009 + cpd01217 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD10pp;5 nucleotidase XMP ;h2o[p] + xmp[p]  -> pi[p] + xtsn[p] ;cpd00001 + cpd00497  -> cpd00009 + cpd01217 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD11;5 nucleotidase IMP ;h2o[c] + imp[c]  -> pi[c] + ins[c] ;cpd00001 + cpd00114  -> cpd00009 + cpd00246 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD11pp;5 nucleotidase IMP ;h2o[p] + imp[p]  -> pi[p] + ins[p] ;cpd00001 + cpd00114  -> cpd00009 + cpd00246 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD2;5 nucleotidase UMP ;h2o[c] + ump[c]  -> pi[c] + uri[c] ;cpd00001 + cpd00091  -> cpd00009 + cpd00249 ;;;;Pyrimidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD2pp;5 nucleotidase UMP ;h2o[p] + ump[p]  -> pi[p] + uri[p] ;cpd00001 + cpd00091  -> cpd00009 + cpd00249 ;;;;Pyrimidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD3;5 nucleotidase dCMP ;h2o[c] + dcmp[c]  -> pi[c] + dcyt[c] ;cpd00001 + cpd00206  -> cpd00009 + cpd00654 ;;;;Pyrimidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD3pp;5 nucleotidase dCMP ;h2o[p] + dcmp[p]  -> pi[p] + dcyt[p] ;cpd00001 + cpd00206  -> cpd00009 + cpd00654 ;;;;Pyrimidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD4;5 nucleotidase CMP ;h2o[c] + cmp[c]  -> pi[c] + cytd[c] ;cpd00001 + cpd00046  -> cpd00009 + cpd00367 ;;;;Pyrimidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD4pp;5 nucleotidase CMP ;h2o[p] + cmp[p]  -> pi[p] + cytd[p] ;cpd00001 + cpd00046  -> cpd00009 + cpd00367 ;;;;Pyrimidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD5;5 nucleotidase dTMP ;h2o[c] + dtmp[c]  -> pi[c] + thymd[c] ;cpd00001 + cpd00298  -> cpd00009 + cpd00184 ;;;;Pyrimidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD5pp;5 nucleotidase dTMP ;h2o[p] + dtmp[p]  -> pi[p] + thymd[p] ;cpd00001 + cpd00298  -> cpd00009 + cpd00184 ;;;;Pyrimidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD6;5 nucleotidase dAMP ;h2o[c] + damp[c]  -> pi[c] + dad_2[c] ;cpd00001 + cpd00294  -> cpd00009 + cpd00438 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD6pp;5 nucleotidase dAMP ;h2o[p] + damp[p]  -> pi[p] + dad_2[p] ;cpd00001 + cpd00294  -> cpd00009 + cpd00438 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD7;5 nucleotidase AMP ;h2o[c] + amp[c]  -> pi[c] + adn[c] ;cpd00001 + cpd00018  -> cpd00009 + cpd00182 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD7pp;5 nucleotidase AMP ;h2o[p] + amp[p]  -> pi[p] + adn[p] ;cpd00001 + cpd00018  -> cpd00009 + cpd00182 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD8;5 nucleotidase dGMP ;h2o[c] + dgmp[c]  -> pi[c] + dgsn[c] ;cpd00001 + cpd00296  -> cpd00009 + cpd00277 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD8pp;5 nucleotidase dGMP ;h2o[p] + dgmp[p]  -> pi[p] + dgsn[p] ;cpd00001 + cpd00296  -> cpd00009 + cpd00277 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD9;5 nucleotidase GMP ;h2o[c] + gmp[c]  -> pi[c] + gsn[c] ;cpd00001 + cpd00126  -> cpd00009 + cpd00311 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTD9pp;5 nucleotidase GMP ;h2o[p] + gmp[p]  -> pi[p] + gsn[p] ;cpd00001 + cpd00126  -> cpd00009 + cpd00311 ;;;;Purine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
NTRIR2x;nitrite Reductase NADH ;5 h[c] + 3 nadh[c] + no2[c]  -> 2 h2o[c] + 3 nad[c] + nh4[c] ;5 cpd00067 + 3 cpd00004 + cpd00075  -> 2 cpd00001 + 3 cpd00003 + cpd00013 ;;;;Nitrogen Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
OAADC;oxaloacetate decarboxylase;h[c] + oaa[c]  -> co2[c] + pyr[c] ;cpd00067 + cpd00032  -> cpd00011 + cpd00020 ;PSPTO_5510;PSPTO_5510;oadA;Glycolysis;0;0;1000;0;2;6.4.1.1;Based on iJN746;PMID:18793442
OCBT;ornithine carbamoyltransferase;orn[c] + cbp[c]  <=> h[c] + pi[c] + citr_L[c] ;cpd00064 + cpd00146  <=> cpd00067 + cpd00009 + cpd00274 ;;;;Urea cycleamino group metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
OCOAT1;3 oxoacid CoA transferase Succinyl CoA acetoacetate ;succoa[c] + acac[c]  -> succ[c] + aacoa[c] ;cpd00078 + cpd00142  -> cpd00036 + cpd00279 ;;;;Synthesis and degradation of Ketones Bodies;0;0;1000;0;2;;Based on iJN746;PMID:18793442
OHPBAT;O Phospho 4 hydroxy L threonine2 oxoglutarate aminotransferase;glu_L[c] + ohpb[c]  <=> phthr[c] + akg[c] ;cpd00023 + cpd03606  <=> cpd03607 + cpd00024 ;PSPTO_1746;PSPTO_1746;serC;Vitamin B6 Metabolism;1;-1000;1000;0;2;2.6.1.52;Based on iJN746;PMID:18793442
OIVD1r;2 oxoisovalerate dehydrogenase acylating 4 methyl 2 oxopentaoate ;coa[c] + nad[c] + 4mop[c]  <=> co2[c] + nadh[c] + ivcoa[c] ;cpd00010 + cpd00003 + cpd00200  <=> cpd00011 + cpd00004 + cpd01882 ;;;;Valine leucine and isoleucine degradation;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
OIVD2;2 oxoisovalerate dehydrogenase acylating 3 methyl 2 oxobutanoate ;coa[c] + nad[c] + 3mob[c]  -> co2[c] + nadh[c] + ibcoa[c] ;cpd00010 + cpd00003 + cpd00123  -> cpd00011 + cpd00004 + cpd00481 ;;;;Valine leucine and isoleucine degradation;0;0;1000;0;2;;Based on iJN746;PMID:18793442
OIVD3;2 oxoisovalerate dehydrogenase acylating 3 methyl 2 oxopentanoate ;coa[c] + nad[c] + 3mop[c]  -> co2[c] + nadh[c] + 2mbcoa[c] ;cpd00010 + cpd00003 + cpd00508  -> cpd00011 + cpd00004 + cpd00760 ;;;;Valine leucine and isoleucine degradation;0;0;1000;0;2;;Based on iJN746;PMID:18793442
OMPDC;orotidine 5 phosphate decarboxylase;h[c] + orot5p[c]  -> co2[c] + ump[c] ;cpd00067 + cpd00810  -> cpd00011 + cpd00091 ;;;;Pyrimidine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
ORNCD;ornithine cyclodeaminase;orn[c]  -> nh4[c] + pro_L[c] ;cpd00064  -> cpd00013 + cpd00129 ;PSPTO_2960;PSPTO_2960;;Arginine and Proline Metabolism;0;0;1000;0;2;4.3.1.12;Based on iJN746;PMID:18793442
ORNTAC;ornithine transacetylase;glu_L[c] + acorn[c]  <=> acglu[c] + orn[c] ;cpd00023 + cpd00342  <=> cpd00477 + cpd00064 ;Pspto_4399 or Pspto_0324;Pspto_4399. Pspto_0324;argJ. argA;Urea cycleamino group metabolism;1;-1000;1000;0;2;2.3.1.35;Based on iJN746;PMID:18793442
ORNDC;Ornithine Decarboxylase;h[c] + orn[c]  -> co2[c] + ptrc[c] ;cpd00067 + cpd00064  -> cpd00011 + cpd00118 ;Pput_0894;Pput_0894;;Urea cycleamino group metabolism;0;0;1000;0;2;4.1.1.17;Based on iJN746;PMID:18793442
ORNabcpp;ornithine transport via ABC system periplasm ;atp[c] + h2o[c] + orn[p]  -> h[c] + adp[c] + pi[c] + orn[c] ;cpd00002 + cpd00001 + cpd00064  -> cpd00067 + cpd00008 + cpd00009 + cpd00064 ;;;;Lysine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
ORPT;orotate phosphoribosyltransferase;ppi[c] + orot5p[c]  <=> prpp[c] + orot[c] ;cpd00012 + cpd00810  <=> cpd00103 + cpd00247 ;PSPTO_0080;PSPTO_0080;pyrE;Pyrimidine Metabolism;1;-1000;1000;0;2;2.4.2.10;Based on iJN746;PMID:18793442
OXOADLR;2 Oxoadipatelipoamde 2 oxidoreductase decarboxylating and acceptor succinylating ;h[c] + lpam[c] + 2oxoadp[c]  -> co2[c] + S_gtrdhdlp[c] ;cpd00067 + cpd00213 + cpd00269  -> cpd00011 + cpd03672 ;;;;Lysine Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
OXOAEL;3 oxoadipate enol lactone hydrolase;h2o[c] + 5odhf2a[c]  -> h[c] + 3oxoadp[c] ;cpd00001 + cpd02255  -> cpd00067 + cpd00269 ;PSPTO_3138 or PSPTO_2674 or PSPTO_0162;PSPTO_3138. PSPTO_2674. PSPTO_0162;;B Ketoadipate pathway;0;0;1000;0;2;3.1.1.24;Based on iJN746;PMID:18793442
OXPTNDH;glutarate semialdehydeNAD oxidoreductase;h2o[c] + nad[c] + oxptn[c]  <=> 2 h[c] + nadh[c] + glutar[c] ;cpd00001 + cpd00003 + cpd02089  <=> 2 cpd00067 + cpd00004 + cpd00379 ;;;;Lysine Metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PACCOALr;phenylacetate CoA ligase;atp[c] + coa[c] + pac[c]  <=> amp[c] + ppi[c] + phaccoa[c] ;cpd00002 + cpd00010 + cpd00430  <=> cpd00018 + cpd00012 + cpd00452 ;;;;Phenylacetyl CoA pathway;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PACt3;Phenylacetic acid transport via sodium symport MSF;na1[p] + pac[p]  <=> na1[c] + pac[c] ;cpd00971 + cpd00430  <=> cpd00971 + cpd00430 ;;;;Phenylacetyl CoA pathway;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PACtex;Phenylacetic acid transport via outer membrane porin;pac[e]  <=> pac[p] ;cpd00430  <=> cpd00430 ;;;;Phenylacetyl CoA pathway;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PANTS;pantothenate synthase;atp[c] + pant_R[c] + ala_B[c]  -> h[c] + amp[c] + ppi[c] + pnto_R[c] ;cpd00002 + cpd00408 + cpd00085  -> cpd00067 + cpd00018 + cpd00012 + cpd00644 ;;;;Pantothenate and CoA Biosynthesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PAPPT3;phospho N acetylmuramoyl pentapeptide transferase meso 2 6 diaminopimelate ;udcpp[c] + ugmda[c]  -> ump[c] + uagmda[c] ;cpd00286 + cpd02968  -> cpd00091 + cpd03494 ;;;;Peptidoglycan Biosynthesis ;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PC;pyruvate carboxylase;atp[c] + hco3[c] + pyr[c]  -> h[c] + adp[c] + pi[c] + oaa[c] ;cpd00002 + cpd00242 + cpd00020  -> cpd00067 + cpd00008 + cpd00009 + cpd00032 ;;;;TCA Cycle;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PC11M;precorrin 4 C11 methyltransferase;amet[c] + pre4[c]  -> h[c] + ahcys[c] + pre5[c] ;cpd00017 + cpd03834  -> cpd00067 + cpd00019 + cpd03839 ;PSPTO_3154;PSPTO_3154;cobM;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;2.1.1.133;Based on iJN746;PMID:18793442
PC17M;precorrin 3B C17 methyltransferase;amet[c] + pre3b[c]  -> 3 h[c] + ahcys[c] + pre4[c] ;cpd00017 + cpd03833  -> 3 cpd00067 + cpd00019 + cpd03834 ;PSPTO_4874;PSPTO_4874;;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;2.1.1.131;Based on iJN746;PMID:18793442
PC20M;precorrin 2 C20 methyltransferase;amet[c] + dscl[c]  -> h[c] + ahcys[c] + pre3a[c] ;cpd00017 + cpd01620  -> cpd00067 + cpd00019 + cpd03420 ;PSPTO_4875;PSPTO_4875;cobl;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;2.1.1.130;Based on iJN746;PMID:18793442
PC6AR;precorrin 6A reductase;h[c] + nadph[c] + pre6a[c]  -> nadp[c] + pre6b[c] ;cpd00067 + cpd00005 + cpd03761  -> cpd00006 + cpd03760 ;PSPTO_4880;PSPTO_4880;;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;1.3.1.106;Based on iJN746;PMID:18793442
PC6YM;precorrin 6Y C5 15 methyltransferase decarboxylating ;2 amet[c] + pre6b[c]  -> 2 h[c] + co2[c] + 2 ahcys[c] + pre8[c] ;2 cpd00017 + cpd03760  -> 2 cpd00067 + cpd00011 + 2 cpd00019 + cpd03835 ;PSPTO_4878;PSPTO_4878;cobL;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;2.1.1.132;Based on iJN746;PMID:18793442
P5CR;pyrroline 5 carboxylate reductase;2 h[c] + nadph[c] + 1pyr5c[c]  -> nadp[c] + pro_L[c] ;2 cpd00067 + cpd00005 + cpd02431  -> cpd00006 + cpd00129 ;Pspto_5047;Pspto_5047;proC;Arginine and Proline Metabolism;0;0;1000;0;2;1.5.1.2;Based on iJN746;PMID:18793442
PC8XM;precorrin 8X methylmutase;h[c] + pre8[c]  -> hgbyr[c] ;cpd00067 + cpd03835  -> cpd03832 ;PSPTO_4876;PSPTO_4876;cobH;Porphyrin and Chlorophyll Metabolism;0;0;1000;0;2;5.4.99.61;Based on iJN746;PMID:18793442
PCADYOX;protocatechuate 3 4 dioxygenase;o2[c] + 34dhbz[c]  -> 2 h[c] + CCbuttc[c] ;cpd00007 + cpd00197  -> 2 cpd00067 + cpd00856 ;;;;B Ketoadipate pathway;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PDH;pyruvate dehydrogenase;coa[c] + nad[c] + pyr[c]  -> co2[c] + accoa[c] + nadh[c] ;cpd00010 + cpd00003 + cpd00020  -> cpd00011 + cpd00022 + cpd00004 ;;;;Glycolysis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PDHa;pyruvate dehydrogenase lipoamide ;h[c] + pyr[c] + lpam[c]  -> co2[c] + adhlam[c] ;cpd00067 + cpd00020 + cpd00213  -> cpd00011 + cpd00836 ;;;;Gluconeogenesis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PDHbr;pyruvate dehydrogenase dihydrolipoamide reversible;coa[c] + adhlam[c]  <=> accoa[c] + dhlam[c] ;cpd00010 + cpd00836  <=> cpd00022 + cpd00449 ;;;;Gluconeogenesis;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PDHcr;Pyruvate dehydrogenase dihydrolipoamide dehydrogenase reversible;nad[c] + dhlam[c]  <=> h[c] + nadh[c] + lpam[c] ;cpd00003 + cpd00449  <=> cpd00067 + cpd00004 + cpd00213 ;;;;TCA Cycle;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PDX5POi;pyridoxine 5 phosphate oxidase;o2[c] + pdx5p[c]  -> h2o2[c] + pydx5p[c] ;cpd00007 + cpd00478  -> cpd00025 + cpd00016 ;PSPTO_4116;PSPTO_4116;pdxH;Vitamin B6 Metabolism;0;0;1000;0;2;1.4.3.5;Based on iJN746;PMID:18793442
PDX5PS;Pyridoxine 5 phosphate synthase;phthr[c] + nad[c] + dxyl5p[c]  -> h[c] + co2[c] + 2 h2o[c] + pi[c] + nadh[c] + pdx5p[c] ;cpd03607 + cpd00003 + cpd08289  -> cpd00067 + cpd00011 + 2 cpd00001 + cpd00009 + cpd00004 + cpd00478 ;PSPTO_4214;PSPTO_4214;pdxJ;Vitamin B6 Metabolism;0;0;1000;0;2;2.6.99.2;Based on iJN746;PMID:18793442
PDXPP;Pyridoxine 5 phosphate phosphatase;h2o[c] + pdx5p[c]  -> pi[c] + pydxn[c] ;cpd00001 + cpd00478  -> cpd00009 + cpd00263 ;PSPTO_5521;PSPTO_5521;pdxY;Vitamin B6 Metabolism;0;0;1000;0;2;2.7.1.35;Based on iJN746;PMID:18793442
PE120abcpp;phosphatidylethanolamine transport via ABC system n C120 periplasm ;atp[c] + h2o[c] + pe120[c]  -> h[c] + adp[c] + pi[c] + pe120[p] ;cpd00002 + cpd00001 + cpd15528  -> cpd00067 + cpd00008 + cpd00009 + cpd15528 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PE160abcpp;phosphatidylethanolamine transport via ABC system n C160 periplasm ;atp[c] + h2o[c] + pe160[c]  -> h[c] + adp[c] + pi[c] + pe160[p] ;cpd00002 + cpd00001 + cpd15531  -> cpd00067 + cpd00008 + cpd00009 + cpd15531 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PE161abcpp;phosphatidylethanolamine transport via ABC system n C161 periplasm ;atp[c] + h2o[c] + pe161[c]  -> h[c] + adp[c] + pi[c] + pe161[p] ;cpd00002 + cpd00001 + cpd15532  -> cpd00067 + cpd00008 + cpd00009 + cpd15532 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PE180abcpp;phosphatidylethanolamine transport via ABC system n C180 periplasm ;atp[c] + h2o[c] + pe180[c]  -> h[c] + adp[c] + pi[c] + pe180[p] ;cpd00002 + cpd00001 + cpd15533  -> cpd00067 + cpd00008 + cpd00009 + cpd15533 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PE181abcpp;phosphatidylethanolamine transport via ABC system n C181 periplasm ;atp[c] + h2o[c] + pe181[c]  -> h[c] + adp[c] + pi[c] + pe181[p] ;cpd00002 + cpd00001 + cpd15534  -> cpd00067 + cpd00008 + cpd00009 + cpd15534 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PENTSOtex;pentasulfonate transport via diffusion extracellular to periplasm ;pentso3[e]  <=> pentso3[p] ;cpd16742  <=> cpd16742 ;;;;Transport;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PERD;Erythronate 4 phosphate 4per dehydrogenase;nad[c] + 4per[c]  <=> h[c] + nadh[c] + ohpb[c] ;cpd00003 + cpd02147  <=> cpd00067 + cpd00004 + cpd03606 ;PSPTO_2019;PSPTO_2019;pdxB;Vitamin B6 Metabolism;1;-1000;1000;0;2;1.1.1.290;Based on iJN746;PMID:18793442
PGAMT;phosphoglucosamine mutase;gam1p[c]  <=> gam6p[c] ;cpd03671  <=> cpd00288 ;Pspto_4495;Pspto_4495;glmM;Aminosugar Metabolism ;1;-1000;1000;0;2;5.4.2.10;Based on iJN746;PMID:18793442
PGCDr;phosphoglycerate dehydrogenase reversible;nad[c] + 3pg[c]  <=> h[c] + nadh[c] + 3php[c] ;cpd00003 + cpd00169  <=> cpd00067 + cpd00004 + cpd02069 ;;;;Glycine Serine and threonine metabolism;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PGI;glucose 6 phosphate isomerase;g6p[c]  <=> f6p[c] ;cpd00079  <=> cpd00072 ;PSPTO_0959;PSPTO_0959;pgi;Glycolysis;1;-1000;1000;0;2;5.3.1.9;Based on iJN746;PMID:18793442
PGK;phosphoglycerate kinase;atp[c] + 3pg[c]  <=> adp[c] + 13dpg[c] ;cpd00002 + cpd00169  <=> cpd00008 + cpd00203 ;;;;Gluconeogenesis;1;-1000;1000;0;2;;Based on iJN746;PMID:18793442
PGL;6 phosphogluconolactonase;h2o[c] + 6pgl[c]  -> h[c] + 6pgc[c] ;cpd00001 + cpd00911  -> cpd00067 + cpd00284 ;;;;Glycolysis;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGM;phosphoglycerate mutase;2pg[c]  <=> 3pg[c] ;cpd00482  <=> cpd00169 ;PSPTO_5327;PSPTO_5327;gpmA;Gluconeogenesis;1;-1000;1000;0;2;5.4.2.12;Based on iJN746;PMID:18793442
PGP120abcpp;phosphatidylglycerophosphate transport via ABC system n C120 periplasm ;atp[c] + h2o[c] + pgp120[c]  -> h[c] + adp[c] + pi[c] + pgp120[p] ;cpd00002 + cpd00001 + cpd15542  -> cpd00067 + cpd00008 + cpd00009 + cpd15542 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGP160abcpp;phosphatidylglycerophosphate transport via ABC system n C160 periplasm ;atp[c] + h2o[c] + pgp160[c]  -> h[c] + adp[c] + pi[c] + pgp160[p] ;cpd00002 + cpd00001 + cpd15545  -> cpd00067 + cpd00008 + cpd00009 + cpd15545 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGP161abcpp;phosphatidylglycerophosphate transport via ABC system n C161 periplasm ;atp[c] + h2o[c] + pgp161[c]  -> h[c] + adp[c] + pi[c] + pgp161[p] ;cpd00002 + cpd00001 + cpd15546  -> cpd00067 + cpd00008 + cpd00009 + cpd15546 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGP180abcpp;phosphatidylglycerophosphate transport via ABC system n C180 periplasm ;atp[c] + h2o[c] + pgp180[c]  -> h[c] + adp[c] + pi[c] + pgp180[p] ;cpd00002 + cpd00001 + cpd15547  -> cpd00067 + cpd00008 + cpd00009 + cpd15547 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGP181abcpp;phosphatidylglycerophosphate transport via ABC system n C181 periplasm ;atp[c] + h2o[c] + pgp181[c]  -> h[c] + adp[c] + pi[c] + pgp181[p] ;cpd00002 + cpd00001 + cpd15548  -> cpd00067 + cpd00008 + cpd00009 + cpd15548 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGPP120;phosphatidylglycerol phosphate phosphatase n C140 ;h2o[c] + pgp120[c]  -> pi[c] + pg120[c] ;cpd00001 + cpd15542  -> cpd00009 + cpd15535 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGPP120pp;phosphatidylglycerol phosphate phosphatase periplasm n C140 ;h2o[p] + pgp120[p]  -> pg120[p] + pi[p] ;cpd00001 + cpd15542  -> cpd15535 + cpd00009 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGPP160;phosphatidylglycerol phosphate phosphatase n C160 ;h2o[c] + pgp160[c]  -> pi[c] + pg160[c] ;cpd00001 + cpd15545  -> cpd00009 + cpd15538 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGPP160pp;phosphatidylglycerol phosphate phosphatase periplasm n C160 ;h2o[p] + pgp160[p]  -> pg160[p] + pi[p] ;cpd00001 + cpd15545  -> cpd15538 + cpd00009 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGPP161;phosphatidylglycerol phosphate phosphatase n C161 ;h2o[c] + pgp161[c]  -> pi[c] + pg161[c] ;cpd00001 + cpd15546  -> cpd00009 + cpd15539 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGPP161pp;phosphatidylglycerol phosphate phosphatase periplasm n C161 ;h2o[p] + pgp161[p]  -> pg161[p] + pi[p] ;cpd00001 + cpd15546  -> cpd15539 + cpd00009 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGPP180;phosphatidylglycerol phosphate phosphatase n C180 ;h2o[c] + pgp180[c]  -> pi[c] + pg180[c] ;cpd00001 + cpd15547  -> cpd00009 + cpd15540 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGPP180pp;phosphatidylglycerol phosphate phosphatase periplasm n C180 ;h2o[p] + pgp180[p]  -> pg180[p] + pi[p] ;cpd00001 + cpd15547  -> cpd15540 + cpd00009 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGPP181;phosphatidylglycerol phosphate phosphatase n C181 ;h2o[c] + pgp181[c]  -> pi[c] + pg181[c] ;cpd00001 + cpd15548  -> cpd00009 + cpd15541 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGPP181pp;phosphatidylglycerol phosphate phosphatase periplasm n C181 ;h2o[p] + pgp181[p]  -> pg181[p] + pi[p] ;cpd00001 + cpd15548  -> cpd15541 + cpd00009 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGSA120;Phosphatidylglycerol synthase n C120 ;cdpdddecg[c] + glyc3p[c]  -> h[c] + cmp[c] + pgp120[c] ;cpd15417 + cpd00080  -> cpd00067 + cpd00046 + cpd15542 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGSA160;Phosphatidylglycerol synthase n C160 ;cdpdhdecg[c] + glyc3p[c]  -> h[c] + cmp[c] + pgp160[c] ;cpd15419 + cpd00080  -> cpd00067 + cpd00046 + cpd15545 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGSA161;Phosphatidylglycerol synthase n C161 ;cdpdhdec9eg[c] + glyc3p[c]  -> h[c] + cmp[c] + pgp161[c] ;cpd15418 + cpd00080  -> cpd00067 + cpd00046 + cpd15546 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
PGSA180;Phosphatidylglycerol synthase n C180 ;cdpdodecg[c] + glyc3p[c]  -> h[c] + cmp[c] + pgp180[c] ;cpd15421 + cpd00080  -> cpd00067 + cpd00046 + cpd15547 ;;;;Glycerophospholipid Metabolism;0;0;1000;0;2;;Based on iJN746;PMID:18793442
